Year,Player,Pos,TRB,AST,PTS,PPG,RPG,APG,
,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,
1967,Henry Akin,PF,120,25,192,4,2,1,
1967,Al Attles,PG,321,269,512,7,5,4,
1967,Johnny Austin,SG,7,4,23,6,2,1,
1967,Jim Barnes,PF,450,47,562,7,6,1,
1967,Dick Barnett,SG,226,161,1139,17,3,2,
1967,Jim Barnett,SG,53,41,198,4,1,1,
1967,John Barnhill,PG,157,136,440,8,3,3,
1967,Rick Barry*,SF,714,282,2775,36,9,4,
1967,Elgin Baylor*,SF,898,215,1862,27,13,3,
1967,Zelmo Beaty*,C,515,60,853,18,11,1,
1967,Walt Bellamy*,C,1064,206,1499,19,13,3,
1967,Dave Bing*,PG,359,330,1601,20,4,4,
1967,John Block,PF,45,5,64,3,2,0,
1967,Bob Boozer,PF,679,90,1436,18,8,1,
1967,Nate Bowman,C,28,2,22,2,3,0,
1967,Bill Bridges,PF,1190,222,1373,17,15,3,
1967,Em Bryant,PG,273,218,546,9,4,3,
1967,Joe Caldwell,SF,442,166,1116,14,5,2,
1967,Wilt Chamberlain*,C,1957,630,1956,24,24,8,
1967,Jerry Chambers,SF,208,44,516,7,3,1,
1967,Len Chappell,C-PF,189,33,317,4,3,0,
1967,Len Chappell,PF,38,12,94,5,2,1,
1967,Len Chappell,C,151,21,223,4,3,0,
1967,Archie Clark,SG,218,205,798,11,3,3,
1967,Barry Clemens,SF,201,39,440,7,3,1,
1967,Larry Costello,PG,103,140,380,8,2,3,
1967,Mel Counts,C,344,52,423,8,6,1,
1967,Mel Counts,C,155,30,159,6,6,1,
1967,Mel Counts,C,189,22,264,9,6,1,
1967,Freddie Crawford,SG,48,12,112,6,3,1,
1967,Billy Cunningham*,SF,589,205,1495,18,7,3,
1967,Dave DeBusschere*,SF,924,216,1423,18,12,3,
1967,Dave Deutsch,G,21,15,21,1,1,1,
1967,Connie Dierking,C,603,158,716,9,8,2,
1967,Johnny Egan,PG,180,275,719,10,3,4,
1967,Joe Ellis,SF,112,27,153,4,3,1,
1967,Leroy Ellis,C,970,170,1203,15,12,2,
1967,Wayne Embry*,C,294,42,376,5,4,1,
1967,Keith Erickson,SF,339,119,587,8,4,2,
1967,Bob Ferry,C,258,92,334,7,5,2,
1967,Hank Finkel,C,64,5,41,2,2,0,
1967,Dave Gambee,SF,197,42,407,6,3,1,
1967,Gail Goodrich*,SG,251,210,957,12,3,3,
1967,Johnny Green,PF,394,57,502,8,6,1,
1967,Hal Greer*,SG,422,303,1765,22,5,4,
1967,Richie Guerin*,SG,192,345,1092,14,2,4,
1967,Matt Guokas,SG,83,105,207,3,1,2,
1967,Happy Hairston,SF,631,62,1174,15,8,1,
1967,Reggie Harding,C,455,94,407,6,6,1,
1967,John Havlicek*,SF,532,278,1733,21,7,3,
1967,Tom Hawkins,SF,434,83,632,8,6,1,
1967,Walt Hazzard,PG,231,323,731,9,3,4,
1967,Fred Hetzel,PF,639,111,938,12,8,1,
1967,Wayne Hightower,PF,405,64,543,8,6,1,
1967,Wayne Hightower,PF,241,36,295,7,6,1,
1967,Wayne Hightower,PF,164,28,248,9,6,1,
1967,Bob Hogsett,PF,3,1,16,2,0,0,
1967,Tom Hoover,C,36,8,31,2,2,0,
1967,Bailey Howell*,PF,677,103,1621,20,8,1,
1967,Lou Hudson,SF,435,95,1471,18,5,1,
1967,Darrall Imhoff,C,1080,222,867,11,13,3,
1967,Luke Jackson,PF,724,114,970,12,9,1,
1967,Gus Johnson*,SF,855,194,1511,21,12,3,
1967,Neil Johnson,PF,167,38,175,3,3,1,
1967,K.C. Jones*,PG,239,389,483,6,3,5,
1967,Sam Jones*,SG,338,217,1594,22,5,3,
1967,Wali Jones,PG,265,303,1069,13,3,4,
1967,Toby Kimball,PF,146,13,97,3,4,0,
1967,Jim King,SG,319,240,746,11,5,4,
1967,Don Kojis,SF,479,70,792,10,6,1,
1967,Howard Komives,PG,183,401,1021,16,3,6,
1967,Tommy Kron,SG,36,46,67,2,1,1,
1967,Rudy LaRusso,PF,351,78,578,13,8,2,
1967,Clyde Lee,C,551,77,515,7,7,1,
1967,George Lee,F-G,0,0,12,12,0,0,
1967,Freddie Lewis,PG,44,40,149,5,1,1,
1967,Kevin Loughery,SG,349,288,1380,18,5,4,
1967,Bob Love,PF,257,49,439,7,4,1,
1967,Jerry Lucas*,PF,1547,268,1438,18,19,3,
1967,Jack Marin,SF,313,75,711,10,4,1,
1967,Jon McGlocklin,SF,164,93,508,8,3,2,
1967,McCoy McLemore,SF,374,62,726,9,5,1,
1967,Bill Melchionni,PG,98,98,315,4,1,1,
1967,Tom Meschery,PF,549,94,761,11,8,1,
1967,Eddie Miles,SG,298,181,1425,18,4,2,
1967,Wayne Molis,C,22,2,45,3,2,0,
1967,Erwin Mueller,C,497,131,1015,13,6,2,
1967,Jeff Mullins,SG,388,226,992,13,5,3,
1967,Dorie Murrey,PF,102,12,98,3,3,0,
1967,Don Nelson*,SF,295,65,595,8,4,1,
1967,Paul Neumann,PG,272,342,1084,14,3,4,
1967,Don Ohl,SG,189,168,1180,20,3,3,
1967,Bud Olsen,PF,103,32,173,4,3,1,
1967,Ron Reed,PF,423,81,525,8,7,1,
1967,Willis Reed*,PF,1136,126,1628,21,15,2,
1967,Oscar Robertson*,PG,486,845,2412,31,6,11,
1967,Flynn Robinson,PG,133,110,668,9,2,1,
1967,Guy Rodgers*,PG,346,908,1459,18,4,11,
1967,Bill Russell*,C,1700,472,1075,13,21,6,
1967,Cazzie Russell,SF,251,187,867,11,3,2,
1967,Tom Sanders*,SF,439,91,824,10,5,1,
1967,Dave Schellhase,PG,29,23,94,3,1,1,
1967,Ray Scott,C-PF,760,160,1172,16,11,2,
1967,Ray Scott,C,404,84,660,15,9,2,
1967,Ray Scott,PF,356,76,512,19,13,3,
1967,Larry Siegfried,PG,228,250,1030,14,3,3,
1967,Paul Silas,PF,669,74,527,7,9,1,
1967,Jerry Sloan*,SG,726,170,1390,17,9,2,
1967,Adrian Smith,SG,205,187,1347,17,3,2,
1967,Dick Snyder,SG,91,59,334,6,2,1,
1967,Dave Stallworth,SF,472,144,989,13,6,2,
1967,Joe Strawder,C,791,82,750,9,10,1,
1967,Rod Thorn,PG,160,118,591,9,2,2,
1967,Nate Thurmond*,C,1382,166,1214,19,21,3,
1967,Gene Tormohlen,C,347,73,394,6,6,1,
1967,John Tresvant,PF,483,88,676,10,7,1,
1967,Dick Van,SG,555,247,1191,15,7,3,
1967,Tom Van,SG,341,193,966,12,4,2,
1967,Chico Vaughn,SG,67,75,220,4,1,1,
1967,Chet Walker*,SF,660,188,1567,19,8,2,
1967,Gerry Ward,SG,179,130,321,4,2,2,
1967,Jim Ware,PF,69,6,70,2,2,0,
1967,Ben Warley,SF,325,51,384,6,5,1,
1967,Bob Warlick,SG,20,10,36,3,2,1,
1967,Jim Washington,PF,468,56,592,8,6,1,
1967,Ron Watts,F,38,1,38,1,1,0,
1967,Bob Weiss,PG,3,10,12,2,1,2,
1967,Walt Wesley,C,329,19,314,5,5,0,
1967,Jerry West*,PG,392,447,1892,29,6,7,
1967,Lenny Wilkens*,PG,412,442,1355,17,5,6,
1967,George Wilson,C,206,15,228,4,4,0,
1967,George Wilson,C,43,0,29,2,4,0,
1967,George Wilson,C,163,15,199,5,4,0,
,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,
1968,Bud Acton,SF,47,11,77,3,2,0,
1968,Henry Akin,C,57,14,112,3,2,0,
1968,Cliff Anderson,SG,11,17,26,1,1,1,
1968,Al Attles,PG,276,390,654,10,4,6,
1968,Jim Barnes,PF,415,55,575,7,5,1,
1968,Jim Barnes,PF,211,27,261,6,5,1,
1968,Jim Barnes,PF,204,28,314,8,6,1,
1968,Dick Barnett,SG,238,242,1461,18,3,3,
1968,Jim Barnett,SG,155,134,442,9,3,3,
1968,John Barnhill,PG,173,259,744,10,2,3,
1968,Elgin Baylor*,SF,941,355,2002,26,12,5,
1968,Zelmo Beaty*,C,959,174,1733,21,12,2,
1968,Walt Bellamy*,C,961,164,1372,17,12,2,
1968,Dave Bing*,PG,373,509,2142,27,5,6,
1968,John Block,C,571,71,1048,20,11,1,
1968,Bob Boozer,PF,756,121,1655,21,10,2,
1968,Nate Bowman,C,113,20,114,3,3,0,
1968,Bill Bradley*,SF,113,137,360,8,3,3,
1968,Bill Bridges,PF,1102,253,1279,16,13,3,
1968,Tyrone Britt,SG,15,12,28,3,1,1,
1968,Em Bryant,PG,133,134,283,4,2,2,
1968,Jim Burns,SG,2,1,4,1,1,0,
1968,Jim Caldwell,C,1,1,0,0,1,1,
1968,Joe Caldwell,SF,338,240,1293,16,4,3,
1968,George Carter,SF,0,1,3,3,0,1,
1968,Wilt Chamberlain*,C,1952,702,1992,24,24,9,
1968,Len Chappell,C-PF,361,53,608,9,5,1,
1968,Len Chappell,PF,15,5,38,4,2,1,
1968,Len Chappell,C,346,48,570,10,6,1,
1968,Archie Clark,PG,342,353,1612,20,4,4,
1968,Barry Clemens,SF,375,98,725,9,5,1,
1968,Larry Costello,PG,51,68,201,7,2,2,
1968,Mel Counts,PF,732,139,958,12,9,2,
1968,Freddie Crawford,SG,195,141,559,8,3,2,
1968,Freddie Crawford,SG,83,46,167,5,3,1,
1968,Freddie Crawford,SG,112,95,392,10,3,3,
1968,Billy Cunningham*,SF,562,187,1400,19,8,3,
1968,Jim Davis,C,123,13,147,3,2,0,
1968,Dave DeBusschere*,SF,1081,181,1435,18,14,2,
1968,Connie Dierking,C,766,191,1325,16,9,2,
1968,Bill Dinwiddie,SF,237,31,344,5,4,0,
1968,Terry Dischinger,SF,483,114,1025,13,6,1,
1968,Sonny Dove,PF,52,11,56,2,2,0,
1968,Johnny Egan,PG,112,134,468,7,2,2,
1968,Joe Ellis,SF,195,37,254,5,4,1,
1968,Leroy Ellis,C,862,158,967,12,11,2,
1968,Wayne Embry*,C,321,52,495,6,4,1,
1968,Keith Erickson,SF,423,267,948,12,5,3,
1968,Bob Ferry,C,186,61,329,6,3,1,
1968,Ron Filipek,F,25,7,43,2,1,0,
1968,Hank Finkel,C,375,72,615,12,7,1,
1968,Jim Fox,C,230,29,198,4,4,1,
1968,Jim Fox,C,95,12,100,3,3,0,
1968,Jim Fox,C,135,17,98,4,6,1,
1968,Walt Frazier*,PG,313,305,666,9,4,4,
1968,Dave Gambee,PF,464,93,1071,13,6,1,
1968,Gail Goodrich*,SG,199,205,1092,14,3,3,
1968,Mal Graham,PG,94,61,290,6,2,1,
1968,Gary Gray,SG,23,26,105,2,1,1,
1968,Johnny Green,PF,545,80,759,10,7,1,
1968,Johnny Green,PF,423,59,582,14,10,1,
1968,Johnny Green,PF,122,21,177,5,3,1,
1968,Hal Greer*,SG,444,372,1976,24,5,5,
1968,Matt Guokas,SG,185,191,498,6,2,2,
1968,Happy Hairston,PF,617,95,1327,18,8,1,
1968,Happy Hairston,PF,355,58,837,17,7,1,
1968,Happy Hairston,PF,262,37,490,19,10,1,
1968,Dennis Hamilton,PF,72,30,121,3,2,1,
1968,Reggie Harding,C,94,18,65,5,7,1,
1968,Clem Haskins,PG,227,165,679,9,3,2,
1968,John Havlicek*,SG,546,384,1700,21,7,5,
1968,Tom Hawkins,PF,458,117,903,12,6,2,
1968,Walt Hazzard,PG,332,493,1894,24,4,6,
1968,Fred Hetzel,SF,546,131,1461,19,7,2,
1968,Bailey Howell*,PF,805,133,1621,20,10,2,
1968,Lou Hudson,SG,193,65,574,12,4,1,
1968,Darrall Imhoff,C,893,206,763,9,11,3,
1968,Al Jackson,G,0,1,0,0,0,1,
1968,Luke Jackson,PF,872,139,968,12,11,2,
1968,Phil Jackson*,PF,338,55,463,6,5,1,
1968,Gus Johnson*,SF,782,159,1144,19,13,3,
1968,Neil Johnson,PF,75,33,111,3,2,1,
1968,Johnny Jones,SF,114,26,214,4,2,1,
1968,Nick Jones,PG,67,89,227,5,2,2,
1968,Sam Jones*,PG,357,216,1553,21,5,3,
1968,Wali Jones,PG,219,245,985,13,3,3,
1968,Toby Kimball,PF,947,147,889,11,12,2,
1968,Jim King,PG,243,226,897,17,5,4,
1968,Don Kojis,SF,710,176,1360,20,10,3,
1968,Howard Komives,PG,168,246,598,8,2,3,
1968,Tommy Kron,SG,355,281,738,10,5,4,
1968,Rudy LaRusso,PF,741,182,1726,22,9,2,
1968,Dave Lattin,PF,104,14,97,2,2,0,
1968,Clyde Lee,C,1141,135,975,12,14,2,
1968,George Lee,F-G,27,4,33,3,3,0,
1968,George Lehmann,PG,44,93,153,3,1,2,
1968,Bobby Lewis,SG,56,41,179,4,1,1,
1968,Paul Long,SG,15,12,57,4,1,1,
1968,Plummer Lott,SF,93,36,111,3,2,1,
1968,Kevin Loughery,PG,247,256,1221,16,3,3,
1968,Bob Love,SF,209,55,464,6,3,1,
1968,Jerry Lucas*,PF,1560,251,1760,21,19,3,
1968,Ed Manning,PF,375,32,284,4,5,0,
1968,Jack Marin,SF,473,110,1108,14,6,1,
1968,Jon McGlocklin,SG,199,178,788,12,3,3,
1968,Stan McKenzie,SG,121,24,204,4,2,0,
1968,McCoy McLemore,SF,430,130,963,13,6,2,
1968,Bill Melchionni,PG,104,105,325,5,1,1,
1968,Tom Meschery,SF,840,193,1190,15,10,2,
1968,Eddie Miles,SG,264,215,1404,18,3,3,
1968,Jay Miller,SF,7,1,20,3,1,0,
1968,Earl Monroe*,SG,465,349,1991,24,6,4,
1968,Erwin Mueller,C-PF,389,154,553,7,5,2,
1968,Erwin Mueller,PF,167,76,228,7,5,2,
1968,Erwin Mueller,C,222,78,325,8,6,2,
1968,Jeff Mullins,SG,447,351,1493,19,6,4,
1968,Dorie Murrey,PF,600,68,590,7,7,1,
1968,Don Nelson*,SF,431,103,819,10,5,1,
1968,Don Ohl,PG,175,157,983,14,3,2,
1968,Don Ohl,PG,113,84,578,15,3,2,
1968,Don Ohl,PG,62,73,405,13,2,2,
1968,Bud Olsen,PF,204,75,277,4,3,1,
1968,George Patterson,C,159,51,120,2,3,1,
1968,Willis Reed*,PF,1073,159,1685,21,13,2,
1968,Jim Reid,F,11,3,21,4,2,1,
1968,Pat Riley*,SG,177,138,628,8,2,2,
1968,Oscar Robertson*,PG,391,633,1896,29,6,10,
1968,Flynn Robinson,PG,272,219,1176,16,4,3,
1968,Flynn Robinson,PG,4,5,9,5,2,3,
1968,Flynn Robinson,PG,268,214,1167,16,4,3,
1968,Guy Rodgers*,PG,150,380,403,5,2,5,
1968,Guy Rodgers*,PG,14,28,41,10,4,7,
1968,Guy Rodgers*,PG,136,352,362,5,2,5,
1968,Bob Rule,C,776,99,1484,18,9,1,
1968,Bill Russell*,C,1451,357,977,13,19,5,
1968,Cazzie Russell,SF,374,195,1384,17,5,2,
1968,Tom Sanders*,SF,454,100,792,10,6,1,
1968,Dave Schellhase,PG,47,37,114,3,1,1,
1968,Ray Scott,PF,1111,167,1328,16,14,2,
1968,Larry Siegfried,PG,215,289,758,12,3,5,
1968,Paul Silas,PF,958,162,1097,13,12,2,
1968,Jerry Sloan*,SG,591,229,1027,13,8,3,
1968,Adrian Smith,SG,185,272,1280,16,2,3,
1968,Dick Snyder,SG,194,164,643,9,3,2,
1968,Craig Spitzer,C,24,0,18,2,2,0,
1968,Joe Strawder,C,685,85,551,8,9,1,
1968,Tom Thacker,SG,161,69,271,4,2,1,
1968,Rod Thorn,SG,265,230,1006,15,4,3,
1968,Nate Thurmond*,C,1121,215,1046,21,22,4,
1968,Gene Tormohlen,C,226,68,229,3,3,1,
1968,John Tresvant,PF,709,160,1042,12,8,2,
1968,John Tresvant,PF,540,114,733,13,10,2,
1968,John Tresvant,PF,169,46,309,10,6,2,
1968,Al Tucker,PF,605,111,1060,13,7,1,
1968,Bill Turner,SF,155,16,172,4,4,0,
1968,Dick Van,SG,424,230,859,11,5,3,
1968,Tom Van,SG-SF,225,155,610,8,3,2,
1968,Tom Van,SG,132,79,329,7,3,2,
1968,Tom Van,SF,93,76,281,10,3,3,
1968,Chet Walker*,SF,607,157,1465,18,7,2,
1968,Jimmy Walker,SG,135,226,712,9,2,3,
1968,Jim Ware,PF,77,7,73,2,3,0,
1968,Bob Warlick,SG,264,159,611,9,4,2,
1968,Jim Washington,C,825,113,1023,12,10,1,
1968,Bob Weiss,PG,150,342,803,10,2,4,
1968,Rick Weitzman,SG,10,8,33,1,0,0,
1968,Walt Wesley,C,281,34,452,7,4,1,
1968,Jerry West*,SG,294,310,1343,26,6,6,
1968,Roland West,G,5,0,4,1,1,0,
1968,John Wetzel,SF,84,51,139,4,2,1,
1968,Ken Wilburn,SF,10,2,11,4,3,1,
1968,Lenny Wilkens*,PG,438,679,1638,20,5,8,
1968,Art Williams,PG,286,391,643,8,4,5,
1968,George Wilson,C,470,56,467,6,6,1,
1968,Tom Workman,F-C,25,3,56,3,1,0,
1968,Tom Workman,F-C,24,3,55,3,1,0,
1968,Tom Workman,F-C,1,0,1,1,1,0,
,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,
1969,Zaid Abdul-Aziz,C,409,37,358,7,8,1,
1969,Zaid Abdul-Aziz,C-F,31,4,38,2,2,0,
1969,Zaid Abdul-Aziz,C,378,33,320,11,13,1,
1969,Rick Adelman,PG,216,238,485,6,3,3,
1969,Bob Allen,PF,56,10,48,2,2,0,
1969,Cliff Anderson,SG,44,31,135,4,1,1,
1969,Al Attles,PG,181,306,419,8,4,6,
1969,Harry Barnes,SF,26,5,43,2,1,0,
1969,Jim Barnes,C-PF,224,28,305,5,4,0,
1969,Jim Barnes,PF,30,1,56,6,3,0,
1969,Jim Barnes,C,194,27,249,5,4,1,
1969,Dick Barnett,SG,251,291,1442,18,3,4,
1969,Jim Barnett,SG,362,339,1163,15,5,4,
1969,John Barnhill,PG,53,71,191,6,2,2,
1969,Elgin Baylor*,SF,805,408,1881,25,11,5,
1969,Zelmo Beaty*,C,798,131,1546,21,11,2,
1969,Walt Bellamy*,C,1101,176,1527,17,13,2,
1969,Walt Bellamy*,C,385,77,533,15,11,2,
1969,Walt Bellamy*,C,716,99,994,19,14,2,
1969,Ed Biedenbach,G,2,3,4,1,0,0,
1969,Dave Bing*,PG,382,546,1800,23,5,7,
1969,John Block,PF,703,141,1195,15,9,2,
1969,Tom Boerwinkle,C,889,178,781,10,11,2,
1969,Bob Boozer,PF,614,156,1716,22,8,2,
1969,Nate Bowman,C,220,53,193,3,3,1,
1969,Bill Bradley*,SF,350,302,1020,12,4,4,
1969,Bill Bridges,PF,1132,298,941,12,14,4,
1969,Em Bryant,PG,192,176,459,6,2,2,
1969,Joe Caldwell,SG,303,320,1281,16,4,4,
1969,Jay Carty,PF,58,11,76,3,2,0,
1969,Wilt Chamberlain*,C,1712,366,1664,21,21,5,
1969,Don Chaney,SG,46,19,80,4,2,1,
1969,Len Chappell,PF,637,95,1168,15,8,1,
1969,Archie Clark,SG,265,296,1107,14,3,4,
1969,Barry Clemens,SF,318,125,552,7,4,2,
1969,Mel Counts,PF,600,109,958,12,8,1,
1969,Freddie Crawford,SG,215,154,505,6,3,2,
1969,Billy Cunningham*,PF,1050,287,2034,25,13,4,
1969,Dick Cunningham,C,438,58,351,5,6,1,
1969,Jim Davis,C,529,97,684,9,7,1,
1969,Dave DeBusschere*,PF,888,191,1241,16,12,3,
1969,Dave DeBusschere*,PF,353,63,472,16,12,2,
1969,Dave DeBusschere*,PF,535,128,769,16,11,3,
1969,Connie Dierking,C,739,222,1335,16,9,3,
1969,Bill Dinwiddie,SF,242,55,293,4,4,1,
1969,Terry Dischinger,SF,323,93,658,9,4,1,
1969,Sonny Dove,PF,62,12,118,4,2,0,
1969,Johnny Egan,PG,147,215,696,8,2,3,
1969,Joe Ellis,SF,481,130,889,12,7,2,
1969,Leroy Ellis,C,510,73,575,7,6,1,
1969,Wayne Embry*,C,672,149,1023,13,9,2,
1969,Keith Erickson,SG,308,194,648,8,4,3,
1969,Bob Ferry,C,9,4,13,2,1,1,
1969,Hank Finkel,C,107,21,129,4,3,1,
1969,Fred Foster,SF,61,36,191,3,1,1,
1969,Jim Fox,C,818,166,827,11,11,2,
1969,Jim Fox,C,139,23,124,5,6,1,
1969,Jim Fox,C,679,143,703,14,13,3,
1969,Walt Frazier*,PG,499,635,1403,18,6,8,
1969,Pat Frink,SG,41,55,123,3,1,1,
1969,Dave Gambee,SF,257,47,579,10,4,1,
1969,Dave Gambee,SF,179,32,410,12,5,1,
1969,Dave Gambee,SF,78,15,169,7,3,1,
1969,Gail Goodrich*,PG,437,518,1931,24,5,6,
1969,Mal Graham,PG,24,14,37,2,1,1,
1969,Johnny Green,PF,330,47,349,5,4,1,
1969,Hal Greer*,SG,435,414,1896,23,5,5,
1969,Gary Gregor,PF,711,96,885,11,9,1,
1969,Richie Guerin*,SG,59,99,151,6,2,4,
1969,Matt Guokas,SF,94,104,238,3,1,1,
1969,Al Hairston,SG,36,38,84,2,1,1,
1969,Happy Hairston,PF,959,109,1464,18,12,1,
1969,Shaler Halimon,SF,86,18,186,4,2,0,
1969,Dennis Hamilton,PF,29,8,76,3,1,0,
1969,Skip Harlicka,PG,16,37,106,4,1,1,
1969,Art Harris,SG,301,258,993,12,4,3,
1969,Clem Haskins,PG,359,306,1356,17,5,4,
1969,John Havlicek*,SG,570,441,1771,22,7,5,
1969,Tom Hawkins,SF,266,81,522,7,4,1,
1969,Elvin Hayes*,C,1406,113,2327,28,17,1,
1969,Walt Hazzard,PG,266,474,898,11,3,6,
1969,Fred Hetzel,SF,613,112,1211,14,7,1,
1969,Fred Hetzel,SF,473,83,843,16,9,2,
1969,Fred Hetzel,SF,140,29,368,12,5,1,
1969,Bill Hewitt,PF,332,76,539,7,4,1,
1969,Bill Hosket,PF,94,19,130,3,2,0,
1969,Bailey Howell*,PF,685,137,1537,20,9,2,
1969,Lou Hudson,SF,533,216,1770,22,7,3,
1969,Darrall Imhoff,C,792,218,752,9,10,3,
1969,Luke Jackson,C,286,54,359,14,11,2,
1969,Phil Jackson*,PF,246,43,332,7,5,1,
1969,Gus Johnson*,PF,568,97,878,18,12,2,
1969,Neil Johnson,PF,396,134,464,6,5,2,
1969,Rich Johnson,C,52,7,69,2,2,0,
1969,Sam Jones*,SG,265,182,1140,16,4,3,
1969,Wali Jones,PG,251,292,1071,13,3,4,
1969,Bob Kauffman,C,484,83,641,8,6,1,
1969,Joe Kennedy,SF,241,60,446,6,3,1,
1969,Toby Kimball,PF,669,90,595,8,9,1,
1969,Jim King,PG,120,123,352,8,3,3,
1969,Rod Knowles,F-C,9,0,9,1,1,0,
1969,Don Kojis,SF,776,214,1820,22,10,3,
1969,Howard Komives,PG,299,403,969,11,4,5,
1969,Howard Komives,PG,95,137,287,9,3,4,
1969,Howard Komives,PG,204,266,682,13,4,5,
1969,Tommy Kron,SG,212,191,388,5,3,3,
1969,Stu Lantz,SG,236,99,569,8,3,1,
1969,Rudy LaRusso,SF,624,159,1550,21,8,2,
1969,Dave Lattin,PF,323,48,409,6,5,1,
1969,Clyde Lee,PF,897,82,696,11,14,1,
1969,George Lehmann,PG,9,27,60,5,1,2,
1969,Bobby Lewis,SG,114,76,309,5,2,1,
1969,Plummer Lott,SF,30,7,36,2,1,0,
1969,Kevin Loughery,PG,266,384,1806,23,3,5,
1969,Bob Love,PF-SF,150,17,287,6,3,0,
1969,Bob Love,SF,64,3,107,8,5,0,
1969,Bob Love,PF,86,14,180,5,2,0,
1969,Jerry Lucas*,PF,1360,306,1357,18,18,4,
1969,Ed Manning,PF,246,21,293,5,4,0,
1969,Jack Marin,SF,608,231,1302,16,7,3,
1969,Don May,SF,114,35,204,4,2,1,
1969,Jon McGlocklin,SG,343,312,1570,20,4,4,
1969,Stan McKenzie,SF,251,123,747,9,3,2,
1969,McCoy McLemore,SF,404,94,733,9,5,1,
1969,McCoy McLemore,SF,168,50,367,12,5,2,
1969,McCoy McLemore,SF,236,44,366,7,5,1,
1969,Tom Meschery,SF,822,194,1144,14,10,2,
1969,Eddie Miles,SG,283,180,1064,13,4,2,
1969,Jay Miller,SF,2,0,9,3,1,0,
1969,Earl Monroe*,SG,280,392,2065,26,4,5,
1969,Otto Moore,C,524,68,570,8,7,1,
1969,Erwin Mueller,PF,297,186,377,5,4,2,
1969,Erwin Mueller,PF,193,124,196,4,4,2,
1969,Erwin Mueller,PF,104,62,181,7,4,2,
1969,Jeff Mullins,SG,460,339,1775,23,6,4,
1969,Dorie Murrey,PF,149,21,212,6,4,1,
1969,Don Nelson*,SF,458,92,949,12,6,1,
1969,Dave Newmark,C,347,58,456,6,4,1,
1969,Rich Niemann,C,100,16,107,3,3,0,
1969,Rich Niemann,C,41,9,48,3,3,1,
1969,Rich Niemann,C,59,7,59,3,3,0,
1969,Don Ohl,SG,170,221,917,12,2,3,
1969,Bud Olsen,PF,25,11,34,2,1,1,
1969,Bud Olsen,PF,14,4,14,2,2,1,
1969,Bud Olsen,PF,11,7,20,2,1,1,
1969,Barry Orms,PG,158,49,181,3,2,1,
1969,Charlie Paulk,PF,78,3,51,3,5,0,
1969,Loy Petersen,SG,41,25,107,3,1,1,
1969,Bob Quick,SF,25,12,87,3,1,0,
1969,Craig Raymond,C,68,8,55,2,3,0,
1969,Willis Reed*,C,1191,190,1733,21,15,2,
1969,Pat Riley*,SG,112,136,494,9,2,2,
1969,Mike Riordan,SF,57,46,126,2,1,1,
1969,Oscar Robertson*,PG,502,772,1955,25,6,10,
1969,Flynn Robinson,PG,306,377,1662,20,4,5,
1969,Flynn Robinson,PG,69,57,343,19,4,3,
1969,Flynn Robinson,PG,237,320,1319,20,4,5,
1969,Guy Rodgers*,PG,226,561,834,10,3,7,
1969,Bob Rule,C,941,141,1965,24,11,2,
1969,Bill Russell*,C,1484,374,762,10,19,5,
1969,Cazzie Russell,SF,209,115,915,18,4,2,
1969,Tom Sanders*,SF,574,110,915,11,7,1,
1969,Dale Schlueter,C,216,30,181,6,7,1,
1969,Ray Scott,PF,722,133,967,12,9,2,
1969,Larry Siegfried,PG,282,370,1120,14,4,5,
1969,Paul Silas,PF,745,140,686,9,9,2,
1969,Doug Sims,F,4,0,4,1,1,0,
1969,Jerry Sloan*,SG,619,276,1309,17,8,4,
1969,Adrian Smith,SG,105,127,703,10,1,2,
1969,Greg Smith,PF,804,137,643,8,10,2,
1969,Dick Snyder,SF,328,211,983,12,4,3,
1969,Rod Thorn,SG,83,80,333,11,3,3,
1969,Nate Thurmond*,C,1402,253,1524,21,20,4,
1969,John Trapp,SF,49,5,77,3,2,0,
1969,John Tresvant,PF,686,166,962,12,9,2,
1969,John Tresvant,PF,419,103,608,12,8,2,
1969,John Tresvant,PF,267,63,354,14,10,2,
1969,Al Tucker,PF,439,74,880,10,5,1,
1969,Al Tucker,PF,317,55,579,10,6,1,
1969,Al Tucker,PF,122,19,301,11,4,1,
1969,Bill Turner,SF,380,67,619,8,5,1,
1969,Wes Unseld*,C,1491,213,1131,14,18,3,
1969,Dick Van,SG,548,385,1678,21,7,5,
1969,Tom Van,SG,356,208,1492,19,5,3,
1969,Chet Walker*,SF,640,144,1477,18,8,2,
1969,Jimmy Walker,SG,157,221,806,12,2,3,
1969,Dwight Waller,F,10,1,7,1,1,0,
1969,Bob Warlick,SG,152,132,513,8,2,2,
1969,Bob Warlick,SG,1,1,6,2,0,0,
1969,Bob Warlick,SG,151,131,507,8,2,2,
1969,Jim Washington,SF,847,104,1121,14,11,1,
1969,Bob Weiss,PG,162,199,506,7,2,3,
1969,Bob Weiss,PG,27,27,99,7,2,2,
1969,Bob Weiss,PG,135,172,407,7,2,3,
1969,Walt Wesley,C,403,47,624,8,5,1,
1969,Jerry West*,SG,262,423,1580,26,4,7,
1969,Ken Wilburn,SF,3,1,7,2,1,0,
